date,Real Lower Band,Real Middle Band,Real Upper Band
2021-03-19 13:00:00,272.63,280.3404,288.0509
2021-03-19 12:00:00,272.708,280.0886,287.4692
2021-03-19 11:00:00,272.7083,279.7814,286.8545
2021-03-19 10:00:00,272.7752,279.4896,286.204
2021-03-19 09:00:00,272.473,279.2499,286.0268
2021-03-19 08:00:00,272.1431,279.0889,286.0347
2021-03-19 07:00:00,271.8477,278.9554,286.063
2021-03-19 06:00:00,271.0684,278.7394,286.4103
2021-03-19 05:00:00,270.377,278.5245,286.6721
2021-03-18 20:00:00,269.7923,278.3137,286.8351
2021-03-18 19:00:00,269.2325,278.1304,287.0283
2021-03-18 18:00:00,268.7265,277.9479,287.1692
2021-03-18 17:00:00,268.2154,277.7462,287.277
2021-03-18 16:00:00,267.7512,277.5699,287.3885
2021-03-18 15:00:00,267.3163,277.4022,287.4881
2021-03-18 14:00:00,266.8922,277.1923,287.4923
2021-03-18 13:00:00,266.5755,276.9186,287.2617
2021-03-18 12:00:00,266.1428,276.6688,287.1947
2021-03-18 11:00:00,265.6403,276.3804,287.1205
2021-03-18 10:00:00,265.1674,276.1223,287.0772
2021-03-18 09:00:00,264.7238,275.8558,286.9877
2021-03-18 08:00:00,264.1557,275.5955,287.0354
2021-03-18 07:00:00,263.8451,275.3924,286.9396
2021-03-18 06:00:00,263.6789,275.2109,286.7428
2021-03-18 05:00:00,263.5621,275.0487,286.5353
2021-03-17 20:00:00,263.3803,274.862,286.3437
2021-03-17 19:00:00,263.3126,274.6007,285.8888
2021-03-17 18:00:00,263.2212,274.3412,285.4612
2021-03-17 17:00:00,263.3496,274.1864,285.0231
2021-03-17 16:00:00,263.478,274.0299,284.5817
2021-03-17 15:00:00,263.6288,273.8554,284.0819
2021-03-17 14:00:00,263.9275,273.653,283.3785
2021-03-17 13:00:00,263.9562,273.5572,283.1581
2021-03-17 12:00:00,263.9768,273.4952,283.0136
2021-03-17 11:00:00,264.0007,273.4624,282.924
2021-03-17 10:00:00,264.0519,273.4057,282.7595
2021-03-17 09:00:00,264.0904,273.3358,282.5813
2021-03-17 08:00:00,264.0832,273.2995,282.5158
2021-03-17 07:00:00,264.0611,273.2596,282.4582
2021-03-17 06:00:00,263.8822,273.0991,282.3161
2021-03-17 05:00:00,263.7629,272.934,282.1051
2021-03-16 20:00:00,263.6794,272.772,281.8645
2021-03-16 19:00:00,263.64,272.6041,281.5683
2021-03-16 18:00:00,263.6816,272.4125,281.1434
