date,Real Lower Band,Real Upper Band,Real Middle Band
2021-03-19 10:00:00,229.9859,239.9608,234.9734
2021-03-19 09:00:00,230.1248,239.9002,235.0125
2021-03-19 08:00:00,230.1785,239.8802,235.0293
2021-03-19 07:00:00,230.2349,239.8581,235.0465
2021-03-19 06:00:00,230.2972,239.8368,235.067
2021-03-19 05:00:00,230.3706,239.8197,235.0952
2021-03-18 20:00:00,230.4719,239.8277,235.1498
2021-03-18 19:00:00,230.6802,239.7712,235.2257
2021-03-18 18:00:00,230.9004,239.7333,235.3168
2021-03-18 17:00:00,231.1221,239.6916,235.4068
2021-03-18 16:00:00,231.3775,239.5922,235.4848
2021-03-18 15:00:00,231.6529,239.4844,235.5687
2021-03-18 14:00:00,231.9088,239.3855,235.6472
2021-03-18 13:00:00,231.9867,239.3816,235.6842
2021-03-18 12:00:00,232.1811,239.3082,235.7447
2021-03-18 11:00:00,232.3475,239.2559,235.8017
2021-03-18 10:00:00,232.4578,239.2182,235.838
2021-03-18 09:00:00,232.5468,239.1876,235.8672
2021-03-18 08:00:00,232.6039,239.1675,235.8857
2021-03-18 07:00:00,232.6594,239.1463,235.9029
2021-03-18 06:00:00,232.5907,239.1673,235.879
2021-03-18 05:00:00,232.6075,239.1678,235.8877
2021-03-17 20:00:00,232.5926,239.1728,235.8827
2021-03-17 19:00:00,232.5428,239.1269,235.8349
2021-03-17 18:00:00,232.4162,239.1215,235.7689
2021-03-17 17:00:00,232.2688,239.1236,235.6962
2021-03-17 16:00:00,232.1799,239.1102,235.645
2021-03-17 15:00:00,232.1694,239.1397,235.6545
2021-03-17 14:00:00,232.173,239.1314,235.6522
2021-03-17 13:00:00,232.2116,239.1816,235.6966
2021-03-17 12:00:00,232.2836,239.2225,235.7531
2021-03-17 11:00:00,232.3567,239.2639,235.8103
2021-03-17 10:00:00,232.3663,239.358,235.8622
2021-03-17 09:00:00,232.3493,239.4443,235.8968
2021-03-17 08:00:00,232.3325,239.5258,235.9292
2021-03-17 07:00:00,232.3065,239.6358,235.9712
2021-03-17 06:00:00,232.3036,239.6519,235.9777
2021-03-17 05:00:00,232.2797,239.6058,235.9427
2021-03-16 20:00:00,232.2581,239.5541,235.9061
2021-03-16 19:00:00,232.2547,239.5034,235.8791
2021-03-16 18:00:00,232.2649,239.4245,235.8447
2021-03-16 17:00:00,232.2737,239.3748,235.8242
2021-03-16 16:00:00,232.2988,239.268,235.7834
