date,1. open,2. high,3. low,4. close,5. volume
2021-05-06 20:00:00,3307.0,3308.99,3305.0,3307.0,2319.0
2021-05-06 19:00:00,3310.0,3313.86,3308.0,3308.0,1414.0
2021-05-06 18:00:00,3307.8,3309.7,3306.0,3309.0,1900.0
2021-05-06 17:00:00,3306.37,3307.0,3302.1201,3306.37,69088.0
2021-05-06 16:00:00,3280.56,3307.0,3274.3101,3306.37,687155.0
2021-05-06 15:00:00,3287.08,3298.97,3280.0001,3280.1201,310061.0
2021-05-06 14:00:00,3303.09,3305.7,3284.02,3285.4801,310607.0
2021-05-06 13:00:00,3302.73,3314.4,3295.55,3303.815,385485.0
2021-05-06 12:00:00,3284.0,3307.2699,3263.0,3302.6732,587438.0
2021-05-06 11:00:00,3265.01,3289.7,3247.2,3280.75,886860.0
2021-05-06 10:00:00,3266.21,3290.62,3247.2,3265.0,782358.0
2021-05-06 09:00:00,3274.0,3275.0,3267.99,3268.0,6560.0
2021-05-06 08:00:00,3276.75,3278.0,3272.0,3272.0,2385.0
2021-05-06 07:00:00,3277.0,3277.0,3277.0,3277.0,195.0
2021-05-06 05:00:00,3285.0,3285.0,3285.0,3285.0,913.0
2021-05-05 20:00:00,3266.98,3268.5,3266.0,3266.0,2444.0
2021-05-05 19:00:00,3269.0,3269.99,3266.0,3267.0,4685.0
2021-05-05 18:00:00,3268.88,3271.0,3265.0,3265.0,5359.0
2021-05-05 17:00:00,3270.54,3272.75,3270.0,3270.54,42085.0
2021-05-05 16:00:00,3282.65,3283.922,3264.36,3271.17,688328.0
2021-05-05 15:00:00,3283.14,3289.8,3272.87,3282.7609,378796.0
2021-05-05 14:00:00,3293.0,3296.11,3282.0,3282.47,305002.0
2021-05-05 13:00:00,3308.667,3313.97,3292.93,3293.84,298901.0
2021-05-05 12:00:00,3315.4,3321.5,3298.71,3308.9992,359462.0
2021-05-05 11:00:00,3323.905,3326.8999,3295.63,3315.0,602685.0
2021-05-05 10:00:00,3330.6,3354.695,3321.35,3322.408,783140.0
2021-05-05 09:00:00,3330.0,3341.8,3328.08,3333.6,23730.0
2021-05-05 08:00:00,3335.04,3337.5,3328.55,3334.0,10010.0
2021-05-05 07:00:00,3334.0,3338.0,3334.0,3338.0,500.0
2021-05-05 06:00:00,3333.0,3333.0,3333.0,3333.0,227.0
2021-05-05 05:00:00,3331.02,3333.85,3330.04,3333.85,1256.0
2021-05-04 20:00:00,3305.7,3305.7,3302.0,3304.99,1002.0
2021-05-04 19:00:00,3304.92,3306.0,3304.92,3306.0,690.0
2021-05-04 18:00:00,3308.24,3309.6263,3307.0,3307.0,2432.0
2021-05-04 17:00:00,3311.87,3312.53,3305.6,3306.5,94001.0
2021-05-04 16:00:00,3295.0,3315.0,3283.0001,3312.65,800423.0
2021-05-04 15:00:00,3280.88,3301.4,3276.02,3296.195,461623.0
2021-05-04 14:00:00,3281.865,3296.47,3278.1,3281.285,462261.0
2021-05-04 13:00:00,3283.42,3300.5916,3272.13,3281.28,590508.0
2021-05-04 12:00:00,3313.0679,3321.525,3276.5,3284.12,894197.0
2021-05-04 11:00:00,3331.0,3337.58,3310.31,3313.325,922298.0
2021-05-04 10:00:00,3351.9,3367.975,3328.0,3334.39,872531.0
2021-05-04 09:00:00,3379.5,3379.5,3335.0,3352.0,56417.0
2021-05-04 08:00:00,3375.2,3375.62,3350.0,3356.2,17914.0
2021-05-03 20:00:00,3381.51,3381.51,3380.0,3380.0,2895.0
2021-05-03 18:00:00,3385.0,3385.0,3382.07,3382.07,1579.0
2021-05-03 17:00:00,3386.49,3386.49,3383.25,3386.0,25984.0
