date,1. open,2. high,3. low,4. close,5. volume
2021-05-06 20:00:00,320.5,320.82,320.23,320.23,11378.0
2021-05-06 19:00:00,320.83,320.83,320.02,320.65,9246.0
2021-05-06 18:00:00,320.05,320.84,320.0,320.8,23001.0
2021-05-06 17:00:00,320.02,320.24,319.45,320.1,389884.0
2021-05-06 16:00:00,317.44,320.24,317.3455,320.01,3546387.0
2021-05-06 15:00:00,317.48,318.2,316.57,317.39,2262719.0
2021-05-06 14:00:00,318.39,319.6,317.46,317.53,2879047.0
2021-05-06 13:00:00,318.06,319.36,317.15,318.44,1759536.0
2021-05-06 12:00:00,315.99,318.52,314.64,318.056,2166720.0
2021-05-06 11:00:00,314.95,316.2,313.275,315.98,2566646.0
2021-05-06 10:00:00,314.55,317.0,313.68,314.95,2291984.0
2021-05-06 09:00:00,315.35,316.0,314.2,314.57,27781.0
2021-05-06 08:00:00,315.99,316.0,315.2,315.5,11831.0
2021-05-06 07:00:00,315.97,316.25,315.22,315.22,5770.0
2021-05-06 06:00:00,316.0,316.0,315.0,315.5,2497.0
2021-05-06 05:00:00,316.66,316.75,316.0,316.0,4285.0
2021-05-05 20:00:00,314.73,315.17,314.59,315.17,10385.0
2021-05-05 19:00:00,314.76,315.15,314.51,314.51,18303.0
2021-05-05 18:00:00,315.26,315.32,314.5,314.8,54245.0
2021-05-05 17:00:00,315.02,315.4,314.5,315.35,858054.0
2021-05-05 16:00:00,316.62,316.84,314.49,315.02,2449196.0
2021-05-05 15:00:00,316.57,317.165,315.6199,316.61,1690024.0
2021-05-05 14:00:00,317.81,317.87,316.5401,316.56,1365209.0
2021-05-05 13:00:00,318.401,319.48,317.6801,317.82,1319513.0
2021-05-05 12:00:00,318.61,319.07,317.57,318.4,1396547.0
2021-05-05 11:00:00,319.195,319.82,316.7001,318.64,2874152.0
2021-05-05 10:00:00,319.5,321.06,317.26,319.2,2609407.0
2021-05-05 09:00:00,319.913,320.45,319.09,319.5,55494.0
2021-05-05 08:00:00,319.61,319.9,319.36,319.78,22437.0
2021-05-05 07:00:00,319.27,319.9,319.25,319.85,2887.0
2021-05-05 06:00:00,319.4,319.5,319.3,319.4,1368.0
2021-05-05 05:00:00,318.58,319.61,318.58,319.6,6631.0
2021-05-04 20:00:00,317.52,317.75,317.35,317.65,5133.0
2021-05-04 19:00:00,317.51,317.75,317.41,317.61,5223.0
2021-05-04 18:00:00,318.24,318.24,317.0,317.0,13486.0
2021-05-04 17:00:00,318.36,318.58,317.73,317.97,345325.0
2021-05-04 16:00:00,316.13,318.67,315.52,318.42,3719414.0
2021-05-04 15:00:00,314.16,316.4152,313.802,316.17,2030351.0
2021-05-04 14:00:00,313.73,315.2,313.69,314.12,1965580.0
2021-05-04 13:00:00,313.81,315.37,313.2601,313.78,2575841.0
2021-05-04 12:00:00,315.335,316.29,313.12,313.82,2878711.0
2021-05-04 11:00:00,315.73,316.74,313.45,315.349,4927851.0
2021-05-04 10:00:00,319.78,322.19,315.64,315.73,3000508.0
2021-05-04 09:00:00,320.0,321.75,318.76,319.78,76951.0
2021-05-04 08:00:00,321.45,321.75,319.02,320.05,41299.0
2021-05-04 07:00:00,321.59,321.59,321.5,321.5,2041.0
2021-05-04 06:00:00,322.0,322.0,321.3,321.5,967.0
2021-05-04 05:00:00,321.22,321.5,321.22,321.5,957.0
2021-05-03 20:00:00,322.01,322.6,322.01,322.34,4742.0
2021-05-03 19:00:00,322.86,322.86,322.5,322.5,2897.0
2021-05-03 18:00:00,322.64,322.74,322.58,322.6,2910.0
2021-05-03 17:00:00,322.58,323.24,322.35,322.78,544550.0
2021-05-03 16:00:00,323.69,323.74,321.84,322.61,3003146.0
2021-05-03 15:00:00,322.69,323.96,322.69,323.685,1469993.0
2021-05-03 14:00:00,323.255,323.38,321.92,322.68,1369353.0
2021-05-03 13:00:00,323.08,323.54,322.33,323.24,1473629.0
2021-05-03 12:00:00,325.24,325.44,322.251,323.1301,2382483.0
2021-05-03 11:00:00,326.31,328.55,324.275,325.23,4124443.0
2021-05-03 10:00:00,325.7,327.8742,323.735,326.4,2864623.0
2021-05-03 09:00:00,324.11,325.99,324.11,325.66,32687.0
2021-05-03 08:00:00,324.43,325.6,324.43,325.45,19852.0
2021-05-03 07:00:00,324.0,324.4,324.0,324.4,7679.0
2021-05-03 06:00:00,324.6,324.71,324.55,324.55,1240.0
2021-05-03 05:00:00,326.0,326.0,325.39,325.64,3153.0
2021-04-30 20:00:00,324.97,324.97,324.61,324.8,3102.0
2021-04-30 19:00:00,325.15,325.15,324.55,324.7,7186.0
2021-04-30 18:00:00,325.0,325.0,324.8,324.9,3106.0
2021-04-30 17:00:00,325.08,325.34,324.86,325.03,996546.0
2021-04-30 16:00:00,326.0,326.35,324.5,325.08,4940605.0
2021-04-30 15:00:00,325.58,326.63,325.34,326.01,1626281.0
2021-04-30 14:00:00,325.5251,326.16,325.11,325.5895,1723558.0
2021-04-30 13:00:00,325.72,326.5,324.55,325.5101,2379891.0
2021-04-30 12:00:00,325.67,327.25,325.24,325.64,3290147.0
2021-04-30 11:00:00,328.91,329.0,325.61,325.6599,4366836.0
2021-04-30 10:00:00,326.5,329.82,325.71,328.91,4759739.0
2021-04-30 09:00:00,326.3108,327.29,325.3,326.49,134564.0
2021-04-30 08:00:00,326.46,327.4,326.11,327.25,45305.0
2021-04-30 07:00:00,326.82,326.9,325.86,326.0,22288.0
2021-04-30 06:00:00,326.72,327.0,326.61,326.8,3766.0
2021-04-30 05:00:00,327.31,327.5,326.9,327.15,3622.0
2021-04-29 20:00:00,327.7,328.0,327.56,327.85,35563.0
2021-04-29 19:00:00,328.17,328.17,327.55,327.74,17005.0
2021-04-29 18:00:00,328.4,328.51,328.06,328.17,27596.0
2021-04-29 17:00:00,329.51,329.89,328.28,328.28,235103.0
2021-04-29 16:00:00,329.99,330.95,328.69,329.51,7367480.0
2021-04-29 15:00:00,327.63,330.0,327.09,329.96,6178778.0
2021-04-29 14:00:00,326.41,328.0,325.19,327.6,3957656.0
2021-04-29 13:00:00,323.64,326.7,322.8,326.42,4923439.0
2021-04-29 12:00:00,323.77,327.2996,322.79,323.63,6239950.0
2021-04-29 11:00:00,325.4455,326.69,321.61,323.815,10809802.0
2021-04-29 10:00:00,331.45,332.0,323.625,325.43,13660494.0
2021-04-29 09:00:00,330.17,332.75,328.5,331.45,959501.0
2021-04-29 08:00:00,329.74,330.84,328.5,330.1,422699.0
