date,1. open,2. high,3. low,4. close,5. volume
2021-05-06 20:00:00,665.5,665.5,664.0,665.0,36801.0
2021-05-06 19:00:00,665.6,667.0,664.52,665.23,36228.0
2021-05-06 18:00:00,663.5,665.5,663.5,665.5,37008.0
2021-05-06 17:00:00,663.54,663.93,662.51,663.2323,142926.0
2021-05-06 16:00:00,654.6692,664.5,653.26,663.7,3333698.0
2021-05-06 15:00:00,658.22,661.5,652.73,654.5806,2901949.0
2021-05-06 14:00:00,666.55,668.8216,657.2,658.275,2114482.0
2021-05-06 13:00:00,663.24,669.77,661.25,666.7241,2698196.0
2021-05-06 12:00:00,660.03,666.85,650.0,663.255,5307480.0
2021-05-06 11:00:00,668.1,669.9,656.16,659.795,6274286.0
2021-05-06 10:00:00,677.0,682.47,667.6464,668.21,3718325.0
2021-05-06 09:00:00,682.6759,684.0,675.0,677.02,182188.0
2021-05-06 08:00:00,684.23,684.23,675.4,677.7,188892.0
2021-05-06 07:00:00,667.0,690.23,667.0,684.82,179213.0
2021-05-06 06:00:00,668.44,668.44,663.01,667.0,16855.0
2021-05-06 05:00:00,673.37,673.37,667.4,667.62,12077.0
2021-05-05 20:00:00,668.07,668.95,666.5,666.51,47595.0
2021-05-05 19:00:00,668.9,669.6,668.2001,668.4,14155.0
2021-05-05 18:00:00,669.51,669.95,668.26,668.26,21741.0
2021-05-05 17:00:00,670.94,671.63,669.4,670.0,758368.0
2021-05-05 16:00:00,671.5065,673.3,667.34,671.28,3091490.0
2021-05-05 15:00:00,673.32,674.35,670.03,671.5756,1740123.0
2021-05-05 14:00:00,670.05,675.43,668.58,673.2,1789229.0
2021-05-05 13:00:00,678.6,679.82,669.6288,670.005,1998792.0
2021-05-05 12:00:00,676.83,682.0,675.12,678.5,2488500.0
2021-05-05 11:00:00,676.47,683.0,667.5596,676.986,5026257.0
2021-05-05 10:00:00,679.22,685.2955,673.42,676.1337,4219516.0
2021-05-05 09:00:00,677.9929,684.75,677.7,679.01,164746.0
2021-05-05 08:00:00,677.0,684.0,677.0,683.0,115144.0
2021-05-05 07:00:00,677.74,678.6,675.0,675.8,16219.0
2021-05-05 06:00:00,678.2,678.78,676.73,678.0,8614.0
2021-05-05 05:00:00,677.3,680.74,677.3,678.61,21508.0
2021-05-04 20:00:00,677.0,677.35,675.0,675.3,45869.0
2021-05-04 19:00:00,673.8,678.0,673.53,677.0,70459.0
2021-05-04 18:00:00,673.96,674.15,673.62,673.8,603964.0
2021-05-04 17:00:00,673.6,675.77,672.5,674.0,386666.0
2021-05-04 16:00:00,666.75,674.18,663.5,674.18,3499955.0
2021-05-04 15:00:00,662.9,668.98,660.89,666.83,2433768.0
2021-05-04 14:00:00,662.42,668.86,661.2,662.97,2556972.0
2021-05-04 13:00:00,660.65,666.8,659.85,662.32,2948279.0
2021-05-04 12:00:00,665.68,666.328,657.701,660.7,4653825.0
2021-05-04 11:00:00,667.31,674.57,658.5901,665.56,7007460.0
2021-05-04 10:00:00,675.19,683.4464,666.5,667.0,4639490.0
2021-05-04 09:00:00,676.66,684.99,671.95,675.5,260762.0
2021-05-04 08:00:00,684.58,684.58,676.0,676.54,125470.0
2021-05-04 07:00:00,686.0,686.0,683.0,683.0,4063.0
2021-05-04 06:00:00,682.7,686.26,682.54,685.0,5144.0
2021-05-04 05:00:00,681.19,688.5,681.19,682.39,27885.0
2021-05-03 20:00:00,683.0,683.0,681.26,681.3,40346.0
2021-05-03 19:00:00,682.6,683.5,682.23,682.39,11337.0
2021-05-03 18:00:00,683.62,683.75,682.06,682.5,34812.0
2021-05-03 17:00:00,684.9,684.9,683.0,683.55,166234.0
2021-05-03 16:00:00,682.1121,689.4299,681.277,684.8748,3855886.0
2021-05-03 15:00:00,682.05,685.22,681.5,682.1502,2183289.0
2021-05-03 14:00:00,685.36,688.2479,680.5,682.075,2627587.0
2021-05-03 13:00:00,685.8187,689.5,683.67,685.47,2535308.0
2021-05-03 12:00:00,691.9484,693.01,682.41,686.0,4341091.0
2021-05-03 11:00:00,692.14,703.55,690.55,691.865,5937747.0
2021-05-03 10:00:00,704.4,707.98,689.25,692.38,4627861.0
2021-05-03 09:00:00,703.25,705.2,702.15,704.05,145048.0
2021-05-03 08:00:00,703.29,705.29,702.0,704.37,111540.0
2021-05-03 07:00:00,699.5,703.9,699.0,702.5,19447.0
2021-05-03 06:00:00,703.53,704.0,699.65,700.0,23049.0
2021-05-03 05:00:00,708.02,708.63,702.0,703.0,23721.0
2021-04-30 20:00:00,709.8101,710.21,709.3,710.0,48022.0
2021-04-30 19:00:00,709.59,710.01,709.11,709.98,21253.0
2021-04-30 18:00:00,710.08,710.47,709.5,709.55,189724.0
2021-04-30 17:00:00,709.44,710.5,709.0,710.08,802342.0
2021-04-30 16:00:00,702.53,709.9,700.45,709.84,5172789.0
2021-04-30 15:00:00,705.9999,708.37,702.5,702.605,3707916.0
2021-04-30 14:00:00,708.58,715.47,703.0,705.95,6136393.0
2021-04-30 13:00:00,703.6,709.0,700.86,708.46,4178611.0
2021-04-30 12:00:00,696.2,705.0,692.59,703.56,6552871.0
2021-04-30 11:00:00,682.41,699.97,682.2,696.14,8995286.0
2021-04-30 10:00:00,664.7,683.14,663.9,682.54,3963532.0
2021-04-30 09:00:00,668.78,668.78,663.145,664.71,172218.0
2021-04-30 08:00:00,666.93,668.99,664.51,666.3,82937.0
2021-04-30 07:00:00,670.8,670.86,663.58,667.0,30183.0
2021-04-30 06:00:00,670.0,672.0,670.0,671.0,5570.0
2021-04-30 05:00:00,673.01,673.01,666.12,669.34,45038.0
2021-04-29 20:00:00,672.6,674.28,670.88,670.88,39574.0
2021-04-29 19:00:00,674.9,674.9,671.15,672.85,35956.0
2021-04-29 18:00:00,675.5,675.94,674.44,674.5,32187.0
2021-04-29 17:00:00,677.0,677.48,673.0,676.0,157005.0
2021-04-29 16:00:00,683.57,684.44,676.0,677.0,3346404.0
2021-04-29 15:00:00,676.8001,683.88,673.95,683.59,2929485.0
2021-04-29 14:00:00,671.88,677.85,669.0701,676.865,2767179.0
2021-04-29 13:00:00,674.34,674.8877,668.5002,671.97,4428061.0
2021-04-29 12:00:00,683.77,685.7544,674.0,674.3,5131974.0
2021-04-29 11:00:00,694.72,696.65,678.3,683.74,6567503.0
2021-04-29 10:00:00,701.0,702.25,692.8565,694.79,2830348.0
2021-04-29 09:00:00,700.5,702.5,698.0,700.6,138465.0
2021-04-29 08:00:00,702.0,702.0,698.1,700.48,76227.0
2021-04-29 07:00:00,702.5,703.0,701.07,701.07,8856.0
2021-04-29 06:00:00,703.2,703.4,701.0,701.54,5975.0
2021-04-29 05:00:00,701.52,703.8,701.0,703.06,21735.0
2021-04-28 20:00:00,693.2,694.5,692.21,694.5,55628.0
2021-04-28 19:00:00,693.2,694.4,692.93,693.0,16673.0
2021-04-28 18:00:00,694.27,695.49,692.99,693.2,53709.0
2021-04-28 17:00:00,694.67,698.0557,692.1,694.0,188231.0
2021-04-28 16:00:00,700.99,701.18,694.03,694.46,2813675.0
2021-04-28 15:00:00,697.72,702.8199,695.0,700.8896,2656661.0
2021-04-28 14:00:00,698.87,702.6999,697.3,697.7201,2077937.0
2021-04-28 13:00:00,698.45,699.17,694.21,698.85,2193797.0
2021-04-28 12:00:00,700.815,701.7799,696.05,698.38,2200088.0
2021-04-28 11:00:00,704.27,708.5,698.3301,700.781,4123119.0
2021-04-28 10:00:00,695.0,704.555,693.6,704.19,4683702.0
2021-04-28 09:00:00,697.7,706.501,691.88,695.0,220208.0
2021-04-28 08:00:00,696.01,697.91,691.54,693.83,178110.0
2021-04-28 07:00:00,695.5,697.0,695.0,696.65,33170.0
2021-04-28 06:00:00,699.0,699.0,695.0,695.5,34963.0
2021-04-28 05:00:00,700.0,701.45,696.35,699.61,49665.0
2021-04-27 20:00:00,702.45,702.83,700.89,701.58,79423.0
2021-04-27 19:00:00,703.73,704.33,702.04,702.25,53101.0
2021-04-27 18:00:00,703.77,704.74,702.55,703.58,140836.0
2021-04-27 17:00:00,704.6113,705.3,702.0,703.8,201622.0
2021-04-27 16:00:00,707.33,709.9,703.3501,704.74,3245606.0
2021-04-27 15:00:00,707.75,710.48,706.1501,707.3701,2318929.0
2021-04-27 14:00:00,710.2999,711.4,707.45,707.7099,1713508.0
2021-04-27 13:00:00,713.5774,715.5899,710.1,710.36,2501019.0
2021-04-27 12:00:00,708.63,717.9699,705.8,713.5545,4566000.0
2021-04-27 11:00:00,709.91,713.0,705.1,708.64,6469519.0
2021-04-27 10:00:00,718.52,724.0,707.17,710.05,7124324.0
2021-04-27 09:00:00,722.0,725.84,718.58,718.58,374178.0
2021-04-27 08:00:00,721.51,724.99,720.5,724.0,184385.0
2021-04-27 07:00:00,718.51,722.72,717.6,722.0,34402.0
2021-04-27 06:00:00,718.17,718.17,714.16,717.0,46035.0
2021-04-27 05:00:00,720.0,722.0,717.0,718.63,42641.0
2021-04-26 20:00:00,718.6,722.02,718.6,719.86,183201.0
2021-04-26 19:00:00,725.88,738.2,718.5,718.523,332418.0
2021-04-26 18:00:00,722.85,738.2,720.12,725.88,600940.0
2021-04-26 17:00:00,738.2,745.0,715.17,723.45,2803917.0
2021-04-26 16:00:00,736.73,740.59,733.48,738.0,4853340.0
2021-04-26 15:00:00,735.46,738.31,735.292,736.65,2557454.0
2021-04-26 14:00:00,738.54,739.4,735.01,735.4308,2174120.0
2021-04-26 13:00:00,738.225,740.8,736.12,738.42,2262924.0
2021-04-26 12:00:00,736.99,741.7,736.4,738.29,3331826.0
2021-04-26 11:00:00,736.12,740.7999,732.6053,736.95,5385277.0
